cid,community_name,county,initial_fhbm_date,initial_firm_date,current_map_date,regular_emergency_program_date,is_tribal,fips,duns,is_csc,csc_level,crs_member,crs_community_number,crs_entry_date,current_effective_date,current_class,discount_sfha,discount_non_sfha,status,nfip_standing,community_assistance_visit,community_assistance_call,current_nfip_ordinance,nfip_ordinance_adoption,nfip_administrator_name
361517#,"PAWLING, VILLAGE OF",DUTCHESS COUNTY,02/07/75,08/01/84,05/02/12,08/01/84,No,,,,,No,,,,,,,,,,,,,
360924#,"PEEKSKILL, CITY OF",WESTCHESTER COUNTY,05/31/74,08/15/84,09/28/07,08/15/84,No,,,Yes,,No,,,,,,,,,,,,,
360926#,"PELHAM MANOR, VILLAGE OF",WESTCHESTER COUNTY,05/10/74,01/03/79,09/28/07,01/03/79,No,,,,,No,,,,,,,,,,,,,
360925#,"PELHAM, VILLAGE OF, INCLUDES THE VILLAGE OF NORTH PELHAM",WESTCHESTER COUNTY,05/17/74,04/02/79,09/28/07,04/02/79,No,,,Yes,,No,,,,,,,,,,,,,
360283#,"PEMBROKE, TOWN OF",GENESEE COUNTY,04/05/74,01/20/84,01/20/84(M),01/20/84,No,,,,,No,,,,,,,,,,,,,
360509B,"PENDLETON, TOWN OF",NIAGARA COUNTY,05/31/74,01/06/82,11/03/17,01/06/82,No,,,,,No,,,,,,,,,,,,,
360426#,"PENFIELD, TOWN OF",MONROE COUNTY,08/09/74,02/18/81,08/28/08,02/18/81,No,,,,,No,,,,,,,,,,,,,
360962#,"PENN YAN, VILLAGE OF",YATES COUNTY,05/31/74,06/15/81,06/15/81,06/15/81,No,,,,,No,,,,,,,,,,,,,
360428#,"PERINTON, TOWN OF",MONROE COUNTY,04/05/74,09/29/78,08/28/08,09/29/78,No,,,,,No,,,,,,,,,,,,,
360946,"PERRY, TOWN OF",WYOMING COUNTY,06/28/74,12/23/83,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
361025,"PERRY, VILLAGE OF",WYOMING COUNTY,05/24/74,07/15/77,07/29/77(M),07/15/77,No,,,,,No,,,,,,,,,,,,,
360091,"PERRYSBURG, TOWN OF",CATTARAUGUS COUNTY,05/17/74,04/20/84,04/20/84(M),04/20/84,No,,,,,No,,,,,,,,,,,,,
360092,"PERSIA, TOWN OF",CATTARAUGUS COUNTY,05/17/74,09/26/75,04/20/84(M),04/20/84,No,,,,,No,,,,,,,,,,,,,
361135,"PERTH, TOWN OF",FULTON COUNTY,10/18/74,02/15/85,02/15/85(M),02/15/85,No,,,,,No,,,,,,,,,,,,,
361384#,"PERU, TOWN OF",CLINTON COUNTY,02/21/75,05/04/87,09/28/07,05/04/87,No,,,,,No,,,,,,,,,,,,,
361165#,"PETERSBURG, TOWN OF",RENSSELAER COUNTY,12/27/74,09/01/78,09/01/78(M),09/01/78,No,,,,,No,,,,,,,,,,,,,
361091#,"PHARSALIA, TOWN OF",CHENANGO COUNTY,10/18/74,08/24/84,11/26/10(M),08/24/84,No,,,,,No,,,,,,,,,,,,,
361302#,"PHELPS, TOWN OF",ONTARIO COUNTY,11/08/74,12/03/82,12/03/82(M),12/03/82,No,,,,,No,,,,,,,,,,,,,
361050,"PHELPS, VILLAGE OF",ONTARIO COUNTY,12/03/76,01/20/84,01/20/84(M),01/20/84,No,,,,,No,,,,,,,,,,,,,
360347#,"PHILADELPHIA, TOWN OF",JEFFERSON COUNTY,06/07/74,06/05/89,06/05/89(M),06/05/89,No,,,,,No,,,,,,,,,,,,,
360348#,"PHILADELPHIA, VILLAGE OF",JEFFERSON COUNTY,05/17/74,02/15/85,09/15/93,02/15/85,No,,,,,No,,,,,,,,,,,,,
361026#,"PHILIPSTOWN, TOWN OF",PUTNAM COUNTY,05/03/74,06/18/87,03/04/13,06/18/87,No,,,Yes,,No,,,,,,,,,,,,,
360658#,"PHOENIX, VILLAGE OF",OSWEGO COUNTY,03/22/74,02/17/82,06/18/13,02/17/82,No,,,,,No,,,,,,,,,,,,,
361426,"PIERCEFIELD, TOWN OF",ST. LAWRENCE COUNTY,01/31/75,01/06/84,01/06/84(M),01/06/84,No,,,,,No,,,,,,,,,,,,,
360687#,"PIERMONT, VILLAGE OF",ROCKLAND COUNTY,03/15/74,08/03/81,03/03/14,08/03/81,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361427,"PIERREPONT, TOWN OF",ST. LAWRENCE COUNTY,01/17/75,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
360947,"PIKE, TOWN OF",WYOMING COUNTY,12/23/83,12/23/83,12/23/83(M),12/23/83,No,,,,,No,,,,,,,,,,,,,
361027,"PIKE, VILLAGE OF",WYOMING COUNTY,04/30/76,06/18/82,06/18/82(M),06/18/82,No,,,,,No,,,,,,,,,,,,,
360375,"PINCKNEY, TOWN OF",LEWIS COUNTY,09/06/74,,(NSFHA),07/30/84,No,,,,,No,,,,,,,,,,,,,
361141#,"PINE PLAINS, TOWN OF",DUTCHESS COUNTY,12/20/74,10/05/84,05/02/12(M),10/05/84,No,,,Yes,,No,,,,,,,,,,,,,
361184#,"PITCAIRN, TOWN OF",ST. LAWRENCE COUNTY,03/31/78,08/13/82,08/13/82(M),08/13/82,No,,,,,No,,,,,,,,,,,,,
361092#,"PITCHER, TOWN OF",CHENANGO COUNTY,09/20/74,03/04/86,11/26/10(M),03/04/86,No,,,,,No,,,,,,,,,,,,,
361277A,"PITTSFIELD, TOWN OF",OTSEGO COUNTY,10/25/74,11/04/83,03/21/17,11/04/83,No,,,,,No,,,,,,,,,,,,,
360429#,"PITTSFORD, TOWN OF",MONROE COUNTY,10/24/75,09/29/78,08/28/08,09/29/78,No,,,,,No,,,,,,,,,,,,,
361581#,"PITTSFORD, VILLAGE OF",MONROE COUNTY,,08/28/08,08/28/08(M),07/23/82,No,,,,,No,,,,,,,,,,,,,
361166A,"PITTSTOWN, TOWN OF",RENSSELAER COUNTY,11/29/74,02/01/88,01/06/16,02/01/88,No,,,,,No,,,,,,,,,,,,,
361278A,"PLAINFIELD, TOWN OF",OTSEGO COUNTY,11/08/74,11/04/83,03/21/17(M),11/04/83,No,,,,,No,,,,,,,,,,,,,
360485#,"PLANDOME HEIGHTS, VILLAGE OF",NASSAU COUNTY,06/14/74,08/11/78,09/11/09,08/11/78,No,,,,,No,,,,,,,,,,,,,
360486#,"PLANDOME MANOR, VILLAGE OF",NASSAU COUNTY,06/21/74,06/15/83,09/11/09,06/15/83,No,,,,,No,,,,,,,,,,,,,
360484#,"PLANDOME, VILLAGE OF",NASSAU COUNTY,06/14/74,04/02/97,09/11/09,05/25/78,No,,,,,No,,,,,,,,,,,,,
361221#,"PLATTEKILL, TOWN OF",ULSTER COUNTY,12/06/74,09/25/09,(NSFHA),09/29/78,No,,,,,No,,,,,,,,,,,,,
360168#,"PLATTSBURGH, CITY OF",CLINTON COUNTY,01/04/74,04/17/78,09/28/07,04/17/78,No,,,Yes,,No,,,,,,,,,,,,,
360169#,"PLATTSBURGH, TOWN OF",CLINTON COUNTY,08/30/74,09/28/79,09/28/07,09/28/79,No,,,,,No,,,,,,,,,,,,,
360221#,"PLEASANT VALLEY, TOWN OF",DUTCHESS COUNTY,07/26/74,01/16/80,05/02/12,01/16/80,No,,,Yes,,No,,,,,,,,,,,,,
360927#,"PLEASANTVILLE, VILLAGE OF",WESTCHESTER COUNTY,04/12/74,02/15/79,09/28/07,02/15/79,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361305#,"PLYMOUTH, TOWN OF",CHENANGO COUNTY,10/18/74,11/04/83,11/26/10(M),11/04/83,No,,,,,No,,,,,,,,,,,,,
360676#,"POESTENKILL, TOWN OF",RENSSELAER COUNTY,08/30/74,09/02/81,09/02/81,09/02/81,No,,,,,No,,,,,,,,,,,,,
361077#,"POLAND, TOWN OF",CHAUTAUQUA COUNTY,10/18/74,03/11/83,03/11/83(M),03/11/83,No,,,,,No,,,,,,,,,,,,,
360316#,"POLAND, VILLAGE OF",HERKIMER COUNTY,03/08/74,07/18/85,06/02/99(M),07/18/85,No,,,,,No,,,,,,,,,,,,,
361078#,"POMFRET, TOWN OF",CHAUTAUQUA COUNTY,12/20/74,12/18/84,12/18/84,12/18/84,No,,,,,No,,,,,,,,,,,,,
360688#,"POMONA, VILLAGE OF",ROCKLAND COUNTY,03/15/74,04/15/82,03/03/14,04/15/82,No,,,,,No,,,,,,,,,,,,,
360590A,"POMPEY, TOWN OF",ONONDAGA COUNTY,05/31/74,01/03/79,11/04/16,01/03/79,No,,,,,No,,,,,,,,,,,,,
361518#,"POQUOTT, VILLAGE OF",SUFFOLK COUNTY,11/15/74,08/01/83,09/25/09,08/01/83,No,,,,,No,,,,,,,,,,,,,
360121#,"PORT BYRON, VILLAGE OF",CAYUGA COUNTY,05/03/74,06/01/82,08/02/07,06/01/82,No,,,,,No,,,,,,,,,,,,,
360928#,"PORT CHESTER, VILLAGE OF",WESTCHESTER COUNTY,05/03/74,01/16/80,09/28/07,01/16/80,No,,,Yes,,No,,,,,,,,,,,,,
360053#,"PORT DICKINSON, VILLAGE OF",BROOME COUNTY,02/01/74,05/02/77,05/02/77,05/02/77,No,,,,,No,,,,,,,,,,,,,
360804#,"PORT JEFFERSON, VILLAGE OF",SUFFOLK COUNTY,06/14/74,03/02/83,09/25/09,03/02/83,No,,,Yes ,,No,,,,,,,,,,,,,
360976#,"PORT JERVIS, CITY OF",ORANGE COUNTY,05/03/74,06/01/78,08/03/09,06/01/78,No,,,,,No,,,,,,,,,,,,,
361064,"PORT LEYDEN, VILLAGE OF",LEWIS COUNTY,07/11/75,06/19/85,06/19/85(M),06/19/85,No,,,,,No,,,,,,,,,,,,,
361562#,"PORT WASHINGTON NORTH, VILLAGE OF",NASSAU COUNTY,06/24/77,07/05/83,09/11/09,07/05/83,No,,,,,No,,,,,,,,,,,,,
361029#,"PORTAGE, TOWN OF",LIVINGSTON COUNTY,08/16/74,12/18/84,12/18/84,12/18/84,No,,,,,No,,,,,,,,,,,,,
360510#,"PORTER, TOWN OF",NIAGARA COUNTY,04/12/74,08/15/83,09/17/10,08/15/83,No,,,Yes,,No,,,,,,,,,,,,,
361079,"PORTLAND, TOWN OF",CHAUTAUQUA COUNTY,07/11/75,10/07/83,10/07/83(M),10/07/83,No,,,,,No,,,,,,,,,,,,,
360093#,"PORTVILLE, TOWN OF",CATTARAUGUS COUNTY,12/20/74,04/17/78,07/18/83,04/17/78,No,,,,,No,,,,,,,,,,,,,
360094#,"PORTVILLE, VILLAGE OF",CATTARAUGUS COUNTY,05/25/73,04/17/78,04/17/78,04/17/78,No,,,,,No,,,,,,,,,,,,,
360709#,"POTSDAM, VILLAGE OF",ST. LAWRENCE COUNTY,03/08/74,01/06/82,01/05/96,01/06/82,No,,,Yes,,No,,,,,,,,,,,,,
361185,"POTSDAM, TOWN OF",ST. LAWRENCE COUNTY,11/15/74,03/04/86,03/04/86(M),03/04/86,No,,,Yes,,No,,,,,,,,,,,,,
360963#,"POTTER, TOWN OF",YATES COUNTY,07/26/74,03/23/84,03/23/84(M),03/23/84,No,,,,,No,,,,,,,,,,,,,
360222#,"POUGHKEEPSIE, CITY OF",DUTCHESS COUNTY,06/28/74,01/05/84,05/02/12,01/05/84,No,,,Yes,,No,,,,,,,,,,,,,
361142#,"POUGHKEEPSIE, TOWN OF",DUTCHESS COUNTY,11/29/74,11/15/78,05/02/12,11/15/78,No,,,Yes,,No,,,,,,,,,,,,,
360929#,"POUND RIDGE, TOWN OF",WESTCHESTER COUNTY,05/24/74,05/25/84,09/28/07,05/25/84,No,,,Yes,,No,,,,,,,,,,,,,
361435,"PRATTSBURG, TOWN OF",STEUBEN COUNTY,04/11/75,01/20/84,01/20/84(M),01/20/84,No,,,,,No,,,,,,,,,,,,,
360296#,"PRATTSVILLE, TOWN OF",GREENE COUNTY,09/20/74,05/16/83,05/16/08,05/16/83,No,,,,,No,,,,,,,,,,,,,
360185#,"PREBLE, TOWN OF",CORTLAND COUNTY,02/15/74,05/15/85,03/02/10,05/15/85,No,,,Yes,,No,,,,,,,,,,,,,
361306#,"PRESTON, TOWN OF",CHENANGO COUNTY,01/17/75,04/01/83,11/26/10,04/01/83,No,,,,,No,,,,,,,,,,,,,
361192#,"PRINCETOWN, TOWN OF",SCHENECTADY COUNTY,12/20/74,07/01/88,01/08/14,07/01/88,No,,,,,No,,,,,,,,,,,,,
361190#,"PROVIDENCE, TOWN OF",SARATOGA COUNTY,11/15/74,08/16/95,08/16/95,12/02/85,No,,,,,No,,,,,,,,,,,,,
360659#,"PULASKI, VILLAGE OF",OSWEGO COUNTY,05/10/74,09/02/82,06/18/13,09/02/82,No,,,Yes,,No,,,,,,,,,,,,,
360780#,"PULTENEY, TOWN OF",STEUBEN COUNTY,05/10/74,09/30/77,09/30/77,09/30/77,No,,,,,Yes,360780,10/1/1991,10/1/1993,10,0,0,R,,,,,,
361030#,"PUTNAM VALLEY, TOWN OF",PUTNAM COUNTY,03/29/74,09/04/87,03/04/13,09/04/87,No,,,,,No,,,,,,,,,,,,,
361236#,"PUTNAM, TOWN OF",WASHINGTON COUNTY,01/17/75,08/19/86,11/20/96,08/19/86,No,,,,,No,,,,,,,,,,,,,
360879#,"QUEENSBURY, TOWN OF",WARREN COUNTY,09/20/74,07/16/84,08/16/96,07/16/84,No,,,Yes,,No,,,,,,,,,,,,,
360806#,"QUOGUE, VILLAGE OF",SUFFOLK COUNTY,01/09/74,05/16/77,09/25/09,05/16/77,No,,,,,No,,,,,,,,,,,,,
365340#,"RAMAPO, TOWN OF",ROCKLAND COUNTY,,08/31/73,03/03/14,08/31/73,No,,,,,No,,,,,,,,,,,,,
360095,"RANDOLPH, TOWN OF",CATTARAUGUS COUNTY,04/25/75,11/05/82,11/05/82(M),11/05/82,No,,,,,No,,,,,,,,,,,,,
360096#,"RANDOLPH, VILLAGE OF",CATTARAUGUS COUNTY,11/22/74,08/01/78,08/01/78,08/01/78,No,,,,,No,,,,,,,,,,,,,
360781,"RATHBONE, TOWN OF",STEUBEN COUNTY,08/02/74,12/03/82,12/03/82(M),12/03/82,No,,,,,No,,,,,,,,,,,,,
361346A,"RAVENA, VILLAGE OF",ALBANY COUNTY,10/22/76,04/02/82,03/16/15,04/02/82,No,,,,,No,,,,,,,,,,,,,
361205,"READING, TOWN OF",SCHUYLER COUNTY,,,(NSFHA),09/30/76,No,,,,,No,,,,,,,,,,,,,
361548,"RED CREEK, VILLAGE OF",WAYNE COUNTY,01/10/75,04/08/83,04/08/83(M),04/08/83,No,,,,,No,,,,,,,,,,,,,
361143#,"RED HOOK, TOWN OF",DUTCHESS COUNTY,10/18/74,10/16/84,05/02/12,10/16/84,No,,,Yes,Bronze Certified,No,,,,,,,,,,,,,
361614#,"RED HOOK, VILLAGE OF",DUTCHESS COUNTY,,05/02/12,05/02/12,05/10/85,No,,,Yes,,No,,,,,,,,,,,,,
361265#,"REDFIELD, TOWN OF",OSWEGO COUNTY,11/22/74,04/01/91,06/18/13,04/01/91,No,,,,,No,,,,,,,,,,,,,
360540#,"REMSEN, TOWN OF",ONEIDA COUNTY,10/18/74,05/01/85,09/27/13(M),05/01/85,No,,,,,No,,,,,,,,,,,,,
360541#,"REMSEN, VILLAGE OF",ONEIDA COUNTY,03/04/77,09/24/84,09/27/13(M),09/24/84,No,,,,,No,,,,,,,,,,,,,
361466,"RENSSELAER FALLS, VILLAGE OF",ST. LAWRENCE COUNTY,11/15/74,01/06/84,01/06/84(M),01/06/84,No,,,,,No,,,,,,,,,,,,,
361032#,"RENSSELAER, CITY OF",RENSSELAER COUNTY,07/26/74,03/18/80,03/18/80,03/18/80,No,,,Yes,,No,,,,,,,,,,,,,
360014A,"RENSSELAERVILLE, TOWN OF",ALBANY COUNTY,12/06/74,08/27/82,03/16/15(M),08/27/82,No,,,,,No,,,,,,,,,,,,,
361144#,"RHINEBECK, TOWN OF",DUTCHESS COUNTY,10/18/74,09/05/84,05/02/12,09/05/84,No,,,Yes,,No,,,,,,,,,,,,,
361999#,"RHINEBECK, VILLAGE OF",DUTCHESS COUNTY,01/05/84,02/01/85,05/02/12,02/01/85,No,,,Yes,,No,,,,,,,,,,,,,
360032#,"RICHBURG, VILLAGE OF",ALLEGANY COUNTY,01/23/76,01/05/78,01/05/78,01/05/78,No,,,,,No,,,,,,,,,,,,,
361360A,"RICHFIELD SPRINGS, VILLAGE OF",OTSEGO COUNTY,11/15/74,01/03/86,03/21/17(M),01/03/86,No,,,Yes,,No,,,,,,,,,,,,,
361279A,"RICHFIELD, TOWN OF",OTSEGO COUNTY,10/18/74,04/15/86,03/21/17(M),04/15/86,No,,,Yes,,No,,,,,,,,,,,,,
361216#,"RICHFORD, TOWN OF",TIOGA COUNTY,12/20/74,05/15/85,04/17/12(M),05/15/85,No,,,,,No,,,,,,,,,,,,,
360660#,"RICHLAND, TOWN OF",OSWEGO COUNTY,07/26/74,02/15/78,06/18/13,02/15/78,No,,,Yes,,No,,,,,,,,,,,,,
360604#,"RICHMOND, TOWN OF",ONTARIO COUNTY,05/17/74,12/18/84,12/18/84,12/18/84,No,,,,,No,,,,,,,,,,,,,
361197#,"RICHMONDVILLE, TOWN OF",SCHOHARIE COUNTY,11/29/74,01/01/88,02/16/12,01/01/88,No,,,,,No,,,,,,,,,,,,,
361060#,"RICHMONDVILLE, VILLAGE OF",SCHOHARIE COUNTY,05/31/74,09/01/87,02/16/12,09/01/87,No,,,,,No,,,,,,,,,,,,,
361467,"RICHVILLE, VILLAGE OF",ST. LAWRENCE COUNTY,01/10/75,01/06/84,01/06/84(M),01/06/84,No,,,,,No,,,,,,,,,,,,,
361257#,"RIDGEWAY, TOWN OF",ORLEANS COUNTY,02/07/75,09/14/79,09/14/79(M),09/14/79,No,,,,,No,,,,,,,,,,,,,
360430#,"RIGA, TOWN OF",MONROE COUNTY,03/08/74,06/15/81,08/28/08,06/15/81,No,,,,,No,,,,,,,,,,,,,
361372,"RIPLEY, TOWN OF",CHAUTAUQUA COUNTY,01/24/75,,(NSFHA),10/29/82,No,,,,,No,,,,,,,,,,,,,
360805#,"RIVERHEAD, TOWN OF",SUFFOLK COUNTY,07/26/74,03/01/78,09/25/09,03/01/78,No,,,,,No,,,,,,,,,,,,,
360971#,"RIVERSIDE, VILLAGE OF",STEUBEN COUNTY,09/21/73,05/15/80,05/15/80,05/15/80,No,,,,,No,,,,,,,,,,,,,
360431#,"ROCHESTER, CITY OF",MONROE COUNTY,06/28/74,11/01/78,08/28/08,11/01/78,No,,,Yes,,No,,,,,,,,,,,,,
360861B,"ROCHESTER, TOWN OF",ULSTER COUNTY,06/21/74,03/16/83,11/18/16,03/16/83,No,,,,,No,,,,,,,,,,,,,
360829B,"ROCKLAND, TOWN OF",SULLIVAN COUNTY,06/28/74,12/17/87,08/17/15,12/17/87,No,,,,,No,,,,,,,,,,,,,
360488#,"ROCKVILLE CENTRE, VILLAGE OF",NASSAU COUNTY,06/28/74,11/17/82,09/11/09,11/17/82,No,,,,,No,,,,,,,,,,,,,
360349,"RODMAN, TOWN OF",JEFFERSON COUNTY,03/26/76,07/03/85,07/03/85(M),07/03/85,No,,,,,No,,,,,,,,,,,,,
360542#,"ROME, CITY OF",ONEIDA COUNTY,08/30/74,01/03/85,09/27/13,01/03/85,No,,,Yes,,No,,,,,,,,,,,,,
360755,"ROMULUS, TOWN OF",SENECA COUNTY,07/26/74,06/05/85,06/05/85(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
360455A,"ROOT, TOWN OF",MONTGOMERY COUNTY,10/25/74,04/01/88,01/19/18,04/01/88,No,,,,,No,,,,,,,,,,,,,
360897#,"ROSE, TOWN OF",WAYNE COUNTY,06/28/74,03/09/84,03/09/84(M),03/09/84,No,,,,,No,,,,,,,,,,,,,
361421A,"ROSEBOOM, TOWN OF",OTSEGO COUNTY,01/10/75,06/01/88,03/21/17(M),06/01/88,No,,,Yes,,No,,,,,,,,,,,,,
360862B,"ROSENDALE, TOWN OF, INCLUDES THE VILLAGE OF ROSENDALE",ULSTER COUNTY,05/31/74,11/01/85,11/18/16,11/01/85,No,,,Yes,,No,,,,,,,,,,,,,
361640#,"ROSLYN ESTATES, VILLAGE OF",NASSAU COUNTY,,04/02/97,(NSFHA),07/30/07,No,,,,,No,,,,,,,,,,,,,
361035#,"ROSLYN HARBOR, VILLAGE OF",NASSAU COUNTY,06/28/74,12/15/83,09/11/09,12/15/83,No,,,,,No,,,,,,,,,,,,,
360489#,"ROSLYN, VILLAGE OF",NASSAU COUNTY,06/28/74,01/05/84,09/11/09,01/05/84,No,,,,,No,,,,,,,,,,,,,
361186,"ROSSIE, TOWN OF",ST. LAWRENCE COUNTY,03/26/76,07/30/82,07/30/82(M),07/30/82,No,,,,,No,,,,,,,,,,,,,
360740#,"ROTTERDAM, TOWN OF",SCHENECTADY COUNTY,07/30/76,06/15/84,01/08/14,06/15/84,No,,,,,No,,,,,,,,,,,,,
360726#,"ROUND LAKE, VILLAGE OF",SARATOGA COUNTY,04/12/74,01/05/84,08/16/95,01/05/84,No,,,,,No,,,,,,,,,,,,,
360170#,"ROUSES POINT, VILLAGE OF",CLINTON COUNTY,06/14/74,08/04/87,09/28/07,08/04/87,No,,,,,No,,,,,,,,,,,,,
361036B,"ROXBURY, TOWN OF",DELAWARE COUNTY,08/02/74,05/15/85,06/16/16,05/15/85,No,,,,,No,,,,,,,,,,,,,
360511#,"ROYALTON, TOWN OF",NIAGARA COUNTY,05/03/74,07/06/79,09/17/10,07/06/79,No,,,Yes,,No,,,,,,,,,,,,,
360432#,"RUSH, TOWN OF",MONROE COUNTY,03/08/74,05/17/82,08/28/08,05/17/82,No,,,,,No,,,,,,,,,,,,,
360033,"RUSHFORD, TOWN OF",ALLEGANY COUNTY,09/16/74,12/23/83,12/23/83(M),12/23/83,No,,,Yes,,No,,,,,,,,,,,,,
360964,"RUSHVILLE, VILLAGE OF",YATES COUNTY,06/28/74,06/05/85,06/05/85(M),06/05/85,No,,,,,No,,,,,,,,,,,,,
361583#,"RUSSELL GARDENS, VILLAGE OF",NASSAU COUNTY,,11/17/82,09/11/09,11/17/82,No,,,,,No,,,,,,,,,,,,,
361428,"RUSSELL, TOWN OF",ST. LAWRENCE COUNTY,02/14/75,,(NSFHA),12/19/84,No,,,,,No,,,,,,,,,,,,,
361121#,"RUSSIA, TOWN OF",HERKIMER COUNTY,11/01/74,06/02/99,06/02/99,12/19/84,No,,,,,No,,,,,,,,,,,,,
360350#,"RUTLAND, TOWN OF",JEFFERSON COUNTY,06/07/74,06/05/85,08/18/92,06/05/85,No,,,,,No,,,,,,,,,,,,,
360930#,"RYE BROOK, VILLAGE OF",WESTCHESTER COUNTY,12/28/73,09/28/79,09/28/07,09/28/79,No,,,Yes,,No,,,,,,,,,,,,,
360931#,"RYE, CITY OF",WESTCHESTER COUNTY,11/03/78,04/01/80,09/28/07,04/01/80,No,,,Yes,,No,,,,,,,,,,,,,
360351#,"SACKETS HARBOR, VILLAGE OF",JEFFERSON COUNTY,05/31/74,11/15/85,05/02/94,11/15/85,No,,,,,No,,,,,,,,,,,,,
360491#,"SADDLE ROCK, VILLAGE OF",NASSAU COUNTY,06/14/74,10/18/83,09/11/09,10/18/83,No,,,,,No,,,,,,,,,,,,,
360807#,"SAG HARBOR, VILLAGE OF",SUFFOLK COUNTY,05/03/74,01/05/78,09/25/09,01/05/78,No,,,,,No,,,,,,,,,,,,,
361487#,"SAGAPONACK, VILLAGE OF, Use Suffolk County FIRM dated 5/4/1998, Panels 36103C0541G, 36103C0542G and 36103C0534G.",SUFFOLK COUNTY,,09/28/73,09/25/09,05/05/08,No,,,,,No,,,,,,,,,,,,,
360097#,"SALAMANCA, CITY OF",CATTARAUGUS COUNTY,05/24/73,04/17/78,04/17/78,04/17/78,No,,,,,No,,,,,,,,,,,,,
360098#,"SALAMANCA, TOWN OF",CATTARAUGUS COUNTY,05/31/74,11/01/79,11/01/79,12/03/79,No,,,,,No,,,,,,,,,,,,,
360888,"SALEM, VILLAGE OF",WASHINGTON COUNTY,04/12/74,04/17/85,04/17/85(M),04/17/85,No,,,,,No,,,,,,,,,,,,,
361237,"SALEM, TOWN OF",WASHINGTON COUNTY,11/29/74,04/17/85,04/17/85(M),04/17/85,No,,,,,No,,,,,,,,,,,,,
360591A,"SALINA, TOWN OF",ONONDAGA COUNTY,04/11/75,08/16/82,11/04/16,08/16/82,No,,,,,No,,,,,,,,,,,,,
360317,"SALISBURY, TOWN OF",HERKIMER COUNTY,06/07/74,07/03/85,07/03/85(M),07/03/85,No,,,,,No,,,,,,,,,,,,,
365341#,"SALTAIRE, VILLAGE OF",SUFFOLK COUNTY,05/22/70,08/06/71,09/25/09,05/28/71,No,,,,,No,,,,,,,,,,,,,
361167#,"SAND LAKE, TOWN OF",RENSSELAER COUNTY,12/27/74,05/15/80,05/15/80,05/15/80,No,,,,,No,,,,,,,,,,,,,
360492#,"SANDS POINT, VILLAGE OF",NASSAU COUNTY,06/28/74,06/15/83,09/11/09,06/15/83,No,,,,,No,,,,,,,,,,,,,
360661#,"SANDY CREEK, TOWN OF",OSWEGO COUNTY,05/24/74,10/15/81,06/18/13,10/15/81,No,,,,,No,,,,,,,,,,,,,
361358#,"SANDY CREEK, VILLAGE OF",OSWEGO COUNTY,11/15/74,05/11/79,06/18/13,05/11/79,No,,,,,No,,,,,,,,,,,,,
360054#,"SANFORD, TOWN OF",BROOME COUNTY,07/26/74,06/04/80,06/04/80,06/04/80,No,,,,,No,,,,,,,,,,,,,
360543#,"SANGERFIELD, TOWN OF",ONEIDA COUNTY,06/28/74,06/05/85,09/27/13,06/05/85,No,,,,,No,,,,,,,,,,,,,
361398,"SANTA CLARA, TOWN OF",FRANKLIN COUNTY,02/21/75,,(NSFHA),03/25/85,No,,,,,No,,,,,,,,,,,,,
360273#,"SARANAC LAKE, VILLAGE OF",ESSEX COUNTY/FRANKLIN COUNTY,05/31/74,05/01/85,01/02/92,05/01/85,No,,,Yes,,No,,,,,,,,,,,,,
360171#,"SARANAC, TOWN OF",CLINTON COUNTY,04/18/75,06/05/85,09/28/07,06/05/85,No,,,,,No,,,,,,,,,,,,,
360728#,"SARATOGA SPRINGS, CITY OF",SARATOGA COUNTY,09/20/74,06/15/84,08/16/95,06/15/84,No,,,Yes,,No,,,,,,,,,,,,,
360727#,"SARATOGA, TOWN OF",SARATOGA COUNTY,09/13/74,06/15/84,08/16/95,06/15/84,No,,,,,No,,,,,,,,,,,,,
360256B,"SARDINIA, TOWN OF",ERIE COUNTY,06/28/74,10/21/83,06/07/19,10/21/83,No,,,,,No,,,,,,,,,,,,,
360863B,"SAUGERTIES, TOWN OF",ULSTER COUNTY,05/31/74,08/19/85,11/18/16,08/19/85,No,,,Yes,Bronze Certified ,No,,,,,,,,,,,,,
361504#,"SAUGERTIES, VILLAGE OF",ULSTER COUNTY,11/15/74,09/10/82,09/25/09(M),09/10/82,No,,,,,No,,,,,,,,,,,,,
361229#,"SAVANNAH, TOWN OF",WAYNE COUNTY,12/20/74,08/06/82,08/06/82(M),08/06/82,No,,,,,No,,,,,,,,,,,,,
361049#,"SAVONA, VILLAGE OF",STEUBEN COUNTY,05/17/74,08/15/80,08/15/80,08/15/80,No,,,,,No,,,,,,,,,,,,,
360932#,"SCARSDALE, VILLAGE OF",WESTCHESTER COUNTY,12/28/73,06/18/80,09/28/07,06/18/80,No,,,,,Yes,360932,10/1/1993,10/1/1998,8,10,5,C,,,,,,
361168A,"SCHAGHTICOKE, TOWN OF",RENSSELAER COUNTY,12/20/74,07/16/84,01/06/16,07/16/84,No,,,,,No,,,,,,,,,,,,,
361058A,"SCHAGHTICOKE, VILLAGE OF",RENSSELAER COUNTY,01/23/76,06/11/82,01/06/16,06/11/82,No,,,,,No,,,,,,,,,,,,,
